SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
37	1114	173	165
38	1114	5783	5670
39	1114	10687	10467
40	1114	3060	2984
41	1114	3895	3797
42	1114	8244	8043
43	1114	2675	2608
44	1114	1785	1749
45	1114	6918	6801
46	1114	3817	3715
47	1114	3248	3167
48	1114	667	638
49	1114	630	612
50	1114	7943	7798
51	1114	9178	8982
52	1114	4560	4444
53	1114	7438	7298
54	1114	3411	3331
55	1114	2557	2489
56	1114	3298	3224
57	1114	611	594
58	1114	5175	5060
59	1114	6248	6107
60	1114	3617	3533
61	1114	498	484
62	1114	3291	3220
63	1114	5146	5032
64	1114	1394	1357
65	1114	6467	6300
66	1114	4809	4706
67	1114	3662	3587
68	1114	2910	2843
69	1114	3691	3615
70	1114	9161	8928
71	1114	3387	3303
72	1114	5392	5271
73	1114	102	98
74	1114	6801	6630
75	1114	5519	5379
76	1114	6765	6609
77	1114	1998	1954
78	1114	1417	1373
79	1114	2375	2320
80	1114	938	887
81	1114	4522	4409
82	1114	1656	1608
83	1114	1017	997
84	1114	7644	7442
85	1114	1492	1413
86	1114	4792	4665
87	1114	4569	4466
88	1114	651	633
89	1114	2009	1963
90	1114	1346	1316
91	1114	4783	4648
92	1114	1818	1772
93	1114	2258	2198
94	1114	908	886
95	1114	1602	1561
96	1114	1679	1625
0	1115	56087	53950
1	1115	2	2
2	1115	268	260
3	1115	2739	2658
4	1115	746	718
5	1115	1879	1831
6	1115	1391	1349
7	1115	5224	5080
8	1115	2694	2632
9	1115	3470	3394
10	1115	1036	1015
11	1115	4864	4748
12	1115	938	905
13	1115	177	154
14	1115	1942	1890
15	1115	1855	1795
16	1115	2833	2754
17	1115	1463	1421
18	1115	3118	3021
19	1115	5728	5578
20	1115	1148	1113
21	1115	1212	1189
22	1115	191	183
23	1115	1325	1280
24	1115	4938	4837
25	1115	110	103
26	1115	897	866
27	1115	3066	2983
28	1115	1425	1380
29	1115	3488	3398
30	1115	8216	7988
31	1115	1229	1172
32	1115	3771	3660
33	1115	1221	1183
34	1115	5460	5320
35	1115	2630	2570
36	1115	1597	1549
37	1115	163	152
38	1115	5733	5610
39	1115	10717	10412
40	1115	3090	2998
41	1115	3947	3823
42	1115	8268	8053
43	1115	2666	2592
44	1115	1721	1663
45	1115	6995	6866
46	1115	4003	3899
47	1115	3184	3104
48	1115	742	713
49	1115	581	565
50	1115	8200	7989
51	1115	9189	8964
52	1115	4655	4525
53	1115	7638	7460
54	1115	3463	3371
55	1115	2637	2581
56	1115	3400	3307
57	1115	591	568
58	1115	5151	5020
59	1115	6181	6016
60	1115	3561	3465
61	1115	516	500
62	1115	3169	3080
63	1115	5052	4912
64	1115	1370	1324
65	1115	6559	6359
66	1115	4730	4596
67	1115	3698	3621
68	1115	2825	2756
69	1115	3631	3528
70	1115	9261	9027
71	1115	3456	3354
72	1115	5416	5281
73	1115	118	115
74	1115	6681	6499
75	1115	5563	5421
76	1115	6746	6587
77	1115	1916	1880
78	1115	1397	1348
79	1115	2429	2357
80	1115	898	846
81	1115	4495	4381
82	1115	1754	1693
83	1115	986	966
84	1115	7301	7040
85	1115	1492	1406
86	1115	4761	4623
87	1115	4587	4457
88	1115	615	593
89	1115	1992	1939
90	1115	1310	1284
91	1115	4808	4676
92	1115	1755	1685
93	1115	2192	2121
94	1115	930	908
95	1115	1653	1606
96	1115	1687	1617
0	1116	55509	53592
1	1116	1	1
2	1116	244	229
3	1116	2779	2709
4	1116	743	722
5	1116	1913	1857
6	1116	1403	1359
7	1116	5264	5144
8	1116	2854	2800
9	1116	3576	3495
10	1116	1090	1056
11	1116	5001	4889
12	1116	977	944
13	1116	163	139
14	1116	1940	1893
15	1116	1876	1818
16	1116	2818	2736
17	1116	1517	1496
18	1116	3022	2935
19	1116	5938	5780
20	1116	1186	1143
21	1116	1241	1202
22	1116	182	179
23	1116	1319	1285
24	1116	5107	4996
25	1116	101	97
26	1116	968	947
27	1116	3006	2935
28	1116	1498	1454
29	1116	3617	3524
30	1116	8548	8335
31	1116	1223	1169
32	1116	3812	3702
33	1116	1223	1183
34	1116	5569	5442
35	1116	2858	2780
36	1116	1525	1477
37	1116	186	177
38	1116	5853	5744
39	1116	10804	10502
40	1116	3133	3029
41	1116	4009	3901
42	1116	8341	8115
43	1116	2739	2667
44	1116	1771	1706
45	1116	6865	6734
46	1116	4058	3953
47	1116	3367	3272
48	1116	810	786
49	1116	650	634
50	1116	8019	7810
51	1116	9194	8962
52	1116	4607	4502
53	1116	7606	7465
54	1116	3551	3462
55	1116	2597	2529
56	1116	3301	3215
57	1116	644	615
58	1116	5185	5061
59	1116	6381	6234
60	1116	3663	3570
61	1116	452	434
62	1116	3414	3334
63	1116	5103	4978
64	1116	1355	1327
65	1116	6550	6409
66	1116	4802	4681
67	1116	3667	3570
68	1116	3007	2926
69	1116	3801	3689
70	1116	9300	9057
71	1116	3469	3361
72	1116	5623	5491
73	1116	96	92
74	1116	6889	6700
75	1116	5572	5433
76	1116	7009	6848
77	1116	1989	1940
78	1116	1440	1403
79	1116	2380	2333
80	1116	997	941
81	1116	4424	4281
82	1116	1785	1731
83	1116	1014	985
84	1116	7660	7426
85	1116	1440	1359
86	1116	4850	4727
87	1116	4637	4510
88	1116	639	621
89	1116	2068	2017
90	1116	1307	1276
91	1116	4711	4583
92	1116	1739	1683
93	1116	2371	2319
94	1116	948	911
95	1116	1695	1638
96	1116	1666	1590
0	1117	56001	54017
1	1117	2	1
2	1117	265	260
3	1117	2901	2823
4	1117	737	713
5	1117	1815	1766
6	1117	1519	1481
7	1117	5420	5290
8	1117	2934	2862
9	1117	3571	3482
10	1117	1054	1017
11	1117	5021	4888
12	1117	992	964
13	1117	185	159
14	1117	1793	1741
15	1117	1958	1895
16	1117	2723	2657
17	1117	1480	1452
18	1117	3071	2992
19	1117	5976	5829
20	1117	1123	1093
21	1117	1269	1232
22	1117	195	189
23	1117	1344	1307
24	1117	5106	4970
25	1117	108	105
26	1117	965	950
27	1117	3155	3076
28	1117	1479	1422
29	1117	3614	3506
30	1117	8424	8183
31	1117	1214	1178
32	1117	3943	3833
33	1117	1263	1233
34	1117	5595	5451
35	1117	2879	2799
36	1117	1571	1530
37	1117	173	167
38	1117	5874	5761
39	1117	11154	10845
40	1117	3072	3004
41	1117	4104	3996
42	1117	8517	8322
43	1117	2709	2623
44	1117	1802	1758
45	1117	7030	6905
46	1117	4014	3889
47	1117	3311	3224
48	1117	723	694
49	1117	700	683
50	1117	8065	7853
51	1117	9226	8987
52	1117	4624	4517
53	1117	7626	7437
54	1117	3487	3399
55	1117	2652	2594
56	1117	3418	3328
57	1117	629	613
58	1117	5261	5132
59	1117	6418	6251
60	1117	3674	3569
61	1117	475	462
62	1117	3438	3352
63	1117	5262	5112
64	1117	1376	1334
65	1117	6650	6470
66	1117	4760	4644
67	1117	3648	3538
68	1117	2947	2843
69	1117	3862	3751
70	1117	9478	9239
71	1117	3457	3369
72	1117	5492	5344
73	1117	123	120
74	1117	6737	6542
75	1117	5582	5433
76	1117	6913	6742
77	1117	1913	1863
78	1117	1415	1373
79	1117	2489	2417
80	1117	1006	951
81	1117	4626	4487
82	1117	1693	1653
83	1117	1011	988
84	1117	7449	7174
85	1117	1590	1506
86	1117	4842	4704
87	1117	4645	4519
88	1117	654	636
89	1117	2046	1989
90	1117	1373	1339
91	1117	4867	4767
92	1117	1895	1841
93	1117	2339	2252
94	1117	963	940
95	1117	1657	1615
96	1117	1757	1681
0	1118	57460	55405
1	1118	3	2
2	1118	268	253
3	1118	2824	2754
4	1118	736	718
5	1118	1932	1877
6	1118	1446	1404
7	1118	5258	5147
8	1118	2770	2703
9	1118	3671	3571
10	1118	1089	1062
11	1118	5058	4932
12	1118	1071	1046
13	1118	170	148
14	1118	2025	1964
15	1118	1914	1859
16	1118	2804	2745
17	1118	1455	1414
18	1118	3132	3046
19	1118	5950	5811
20	1118	1106	1083
21	1118	1262	1234
22	1118	166	159
23	1118	1369	1332
24	1118	5072	4975
25	1118	129	126
26	1118	987	964
27	1118	3175	3090
28	1118	1493	1436
29	1118	3675	3588
30	1118	8437	8187
31	1118	1282	1240
32	1118	3916	3816
33	1118	1233	1196
34	1118	5510	5371
35	1118	2854	2771
36	1118	1586	1548
37	1118	181	179
38	1118	5935	5817
39	1118	10681	10412
40	1118	3120	3032
41	1118	3972	3885
42	1118	8370	8163
43	1118	2840	2760
44	1118	1802	1739
45	1118	6943	6827
46	1118	4239	4152
47	1118	3370	3272
48	1118	717	688
49	1118	710	688
50	1118	8249	8071
51	1118	9325	9099
52	1118	4678	4544
53	1118	7790	7645
54	1118	3507	3416
55	1118	2716	2672
56	1118	3321	3246
57	1118	575	557
58	1118	5129	5013
59	1118	6548	6386
60	1118	3730	3652
61	1118	449	433
62	1118	3408	3346
63	1118	5255	5109
64	1118	1376	1346
65	1118	6546	6387
66	1118	4831	4698
67	1118	3715	3638
68	1118	3021	2937
69	1118	3865	3754
70	1118	9505	9246
71	1118	3511	3409
72	1118	5588	5471
73	1118	115	110
74	1118	6910	6725
75	1118	5759	5622
76	1118	6920	6775
77	1118	1894	1843
78	1118	1419	1379
79	1118	2365	2307
80	1118	991	935
81	1118	4497	4379
82	1118	1771	1721
83	1118	963	927
84	1118	7502	7239
85	1118	1554	1475
86	1118	4880	4753
87	1118	4708	4620
88	1118	684	668
89	1118	2002	1953
90	1118	1318	1292
91	1118	4833	4717
92	1118	1841	1786
93	1118	2285	2235
94	1118	886	853
95	1118	1628	1577
96	1118	1682	1627
0	1119	57891	55583
1	1119	2	1
2	1119	289	278
3	1119	2769	2699
4	1119	757	742
5	1119	1885	1836
6	1119	1475	1417
7	1119	5412	5257
8	1119	2882	2814
9	1119	3603	3511
10	1119	1016	981
11	1119	4981	4847
12	1119	974	938
13	1119	173	147
14	1119	1981	1926
15	1119	1884	1824
16	1119	2846	2773
17	1119	1516	1483
18	1119	3108	3014
19	1119	5879	5715
20	1119	1139	1098
21	1119	1292	1254
22	1119	187	182
23	1119	1371	1334
24	1119	5112	4973
25	1119	112	101
26	1119	980	956
27	1119	3136	3028
28	1119	1434	1385
29	1119	3720	3623
30	1119	8432	8191
31	1119	1275	1221
32	1119	3908	3781
33	1119	1213	1176
34	1119	5451	5302
35	1119	2851	2767
36	1119	1549	1502
37	1119	158	151
38	1119	5866	5727
39	1119	10830	10530
40	1119	3182	3072
41	1119	4094	3983
42	1119	8388	8136
43	1119	2797	2711
44	1119	1761	1701
45	1119	7040	6887
46	1119	4076	3969
47	1119	3379	3290
48	1119	758	728
49	1119	685	650
50	1119	8232	7995
51	1119	9428	9182
52	1119	4812	4680
53	1119	7757	7596
54	1119	3474	3394
55	1119	2527	2446
56	1119	3383	3285
57	1119	603	591
58	1119	5129	4976
59	1119	6464	6284
60	1119	3789	3674
61	1119	490	469
62	1119	3345	3251
63	1119	5283	5135
64	1119	1338	1297
65	1119	6529	6325
66	1119	4781	4657
67	1119	3691	3575
68	1119	3015	2912
69	1119	3883	3751
70	1119	9595	9319
71	1119	3496	3395
72	1119	5659	5506
73	1119	105	99
74	1119	6803	6609
75	1119	5689	5528
76	1119	7002	6824
77	1119	2036	1963
78	1119	1407	1361
79	1119	2552	2462
80	1119	981	926
81	1119	4571	4428
82	1119	1699	1643
83	1119	1073	1041
84	1119	7638	7324
85	1119	1503	1417
86	1119	4917	4751
87	1119	4643	4500
88	1119	645	615
89	1119	2081	2021
90	1119	1342	1317
91	1119	4871	4712
92	1119	1778	1719
93	1119	2379	2301
94	1119	932	902
95	1119	1746	1693
96	1119	1656	1564
0	2101	53173	51131
1	2101	3	2
2	2101	245	236
3	2101	2495	2417
4	2101	654	629
5	2101	1684	1637
6	2101	1240	1209
7	2101	4902	4776
8	2101	2535	2484
9	2101	3269	3175
10	2101	1044	1015
11	2101	4491	4367
12	2101	878	845
13	2101	179	153
14	2101	1779	1725
15	2101	1760	1715
16	2101	2706	2633
17	2101	1387	1340
18	2101	2887	2817
19	2101	5394	5253
20	2101	1091	1063
21	2101	1135	1101
22	2101	154	151
23	2101	1255	1210
24	2101	4600	4483
25	2101	96	92
26	2101	902	880
27	2101	2902	2840
28	2101	1356	1315
29	2101	3298	3210
30	2101	7740	7539
31	2101	1128	1077
32	2101	3494	3401
33	2101	1103	1086
34	2101	5042	4904
35	2101	2538	2468
36	2101	1434	1385
37	2101	162	158
38	2101	5349	5219
39	2101	10000	9718
40	2101	2842	2743
41	2101	3694	3586
42	2101	7590	7400
43	2101	2533	2466
44	2101	1636	1603
45	2101	6513	6374
46	2101	3767	3655
47	2101	3126	3038
48	2101	685	665
49	2101	650	631
50	2101	7300	7104
51	2101	8512	8317
52	2101	4249	4135
53	2101	7112	6948
54	2101	3267	3183
55	2101	2439	2380
56	2101	3092	3004
57	2101	549	533
58	2101	4863	4732
59	2101	5888	5715
60	2101	3422	3328
61	2101	437	422
62	2101	3075	3001
63	2101	4815	4684
64	2101	1213	1188
65	2101	6072	5887
66	2101	4459	4348
67	2101	3469	3396
68	2101	2744	2677
69	2101	3543	3452
70	2101	8560	8336
71	2101	3271	3178
72	2101	5002	4910
73	2101	106	102
74	2101	6437	6221
75	2101	5109	4970
76	2101	6403	6238
77	2101	1699	1656
78	2101	1273	1227
79	2101	2201	2145
80	2101	892	836
81	2101	4196	4078
82	2101	1445	1397
83	2101	974	939
84	2101	6897	6672
85	2101	1417	1331
86	2101	4545	4413
87	2101	4181	4089
88	2101	601	591
89	2101	1902	1849
90	2101	1213	1189
91	2101	4507	4388
92	2101	1789	1714
93	2101	2154	2096
94	2101	806	787
95	2101	1521	1482
96	2101	1595	1523
0	2102	53508	51685
1	2102	2	2
2	2102	237	225
3	2102	2638	2574
4	2102	650	626
5	2102	1735	1679
6	2102	1324	1294
7	2102	4810	4714
8	2102	2646	2575
9	2102	3244	3148
10	2102	1018	995
11	2102	4610	4515
12	2102	926	897
13	2102	203	163
14	2102	1792	1742
15	2102	1776	1738
16	2102	2603	2553
17	2102	1360	1317
18	2102	2772	2704
19	2102	5515	5379
20	2102	1095	1071
21	2102	1153	1127
22	2102	198	190
23	2102	1232	1210
24	2102	4829	4707
25	2102	88	82
26	2102	913	887
27	2102	2909	2846
28	2102	1335	1284
29	2102	3257	3173
30	2102	7596	7395
31	2102	1113	1075
32	2102	3375	3281
33	2102	1138	1111
34	2102	5080	4944
35	2102	2432	2376
36	2102	1378	1348
37	2102	161	157
38	2102	5475	5348
39	2102	9904	9685
40	2102	2909	2835
41	2102	3675	3578
42	2102	7736	7550
43	2102	2465	2409
44	2102	1705	1655
45	2102	6487	6362
46	2102	3752	3656
47	2102	3039	2965
48	2102	673	651
49	2102	573	563
50	2102	7338	7143
51	2102	8517	8314
52	2102	4248	4120
53	2102	6954	6808
54	2102	3221	3137
55	2102	2449	2399
56	2102	3047	2983
57	2102	603	588
58	2102	4691	4577
59	2102	5836	5711
60	2102	3238	3162
61	2102	435	424
62	2102	2990	2921
63	2102	4752	4626
64	2102	1264	1227
65	2102	6099	5962
66	2102	4354	4255
67	2102	3415	3343
68	2102	2707	2630
69	2102	3536	3439
70	2102	8545	8322
71	2102	3175	3097
72	2102	5000	4904
73	2102	95	92
74	2102	6114	5947
75	2102	5128	5015
76	2102	6361	6228
77	2102	1807	1756
78	2102	1351	1310
79	2102	2212	2165
80	2102	865	814
81	2102	4187	4061
82	2102	1596	1559
83	2102	968	941
84	2102	7020	6815
85	2102	1483	1398
86	2102	4354	4231
87	2102	4306	4212
88	2102	614	600
89	2102	1959	1903
90	2102	1278	1250
91	2102	4572	4457
92	2102	1644	1594
93	2102	2101	2063
94	2102	838	815
95	2102	1554	1506
96	2102	1658	1596
0	2103	51881	49885
1	2103	3	1
2	2103	239	228
3	2103	2579	2507
4	2103	658	640
5	2103	1767	1719
6	2103	1253	1220
7	2103	4871	4745
8	2103	2603	2522
9	2103	3379	3276
10	2103	1045	1011
11	2103	4498	4366
12	2103	901	874
13	2103	170	131
14	2103	1814	1771
15	2103	1835	1781
16	2103	2645	2569
17	2103	1323	1288
18	2103	2830	2763
19	2103	5425	5283
20	2103	1034	1007
21	2103	1196	1158
22	2103	157	152
23	2103	1296	1258
24	2103	4576	4457
25	2103	110	108
26	2103	888	857
27	2103	2804	2724
28	2103	1329	1284
29	2103	3222	3137
30	2103	7891	7637
31	2103	1190	1140
32	2103	3488	3376
33	2103	1106	1070
34	2103	4977	4834
35	2103	2547	2465
36	2103	1402	1357
37	2103	178	173
38	2103	5253	5129
39	2103	9673	9397
40	2103	2784	2699
41	2103	3735	3621
42	2103	7339	7156
43	2103	2511	2432
44	2103	1687	1618
45	2103	6478	6356
46	2103	3703	3579
47	2103	3066	2965
48	2103	686	662
49	2103	611	592
50	2103	7496	7306
51	2103	8525	8289
52	2103	4261	4165
53	2103	7037	6849
54	2103	3254	3154
55	2103	2529	2458
56	2103	3014	2940
57	2103	549	534
58	2103	4768	4638
59	2103	5804	5640
60	2103	3377	3285
61	2103	442	427
62	2103	3066	2979
63	2103	4678	4525
64	2103	1233	1207
65	2103	5935	5785
66	2103	4427	4303
67	2103	3325	3237
68	2103	2772	2696
69	2103	3505	3403
70	2103	8672	8445
71	2103	3165	3087
72	2103	5161	5024
73	2103	86	81
74	2103	6216	6057
75	2103	5146	5018
76	2103	6364	6193
77	2103	1707	1647
78	2103	1347	1303
79	2103	2209	2158
80	2103	889	841
81	2103	4210	4079
82	2103	1513	1470
83	2103	940	910
84	2103	6858	6651
85	2103	1456	1357
86	2103	4487	4360
87	2103	4300	4175
88	2103	592	566
89	2103	1849	1780
90	2103	1261	1230
91	2103	4502	4379
92	2103	1707	1647
93	2103	2102	2045
94	2103	848	818
95	2103	1519	1459
96	2103	1651	1577
0	2104	52445	50462
1	2104	3	1
2	2104	248	238
3	2104	2571	2494
4	2104	717	695
5	2104	1721	1663
6	2104	1344	1311
7	2104	4785	4646
8	2104	2695	2629
9	2104	3341	3252
10	2104	1033	998
11	2104	4580	4467
12	2104	891	860
13	2104	174	147
14	2104	1792	1750
15	2104	1821	1782
16	2104	2646	2576
17	2104	1357	1318
18	2104	2830	2759
19	2104	5541	5408
20	2104	1064	1028
21	2104	1124	1096
22	2104	160	155
23	2104	1245	1206
24	2104	4742	4623
25	2104	103	102
26	2104	951	921
27	2104	2874	2801
28	2104	1359	1306
29	2104	3396	3306
30	2104	7574	7344
31	2104	1109	1054
32	2104	3585	3484
33	2104	1094	1060
34	2104	5300	5162
35	2104	2617	2552
36	2104	1396	1370
37	2104	168	162
38	2104	5665	5548
39	2104	10209	9937
40	2104	2830	2751
41	2104	3748	3652
42	2104	7641	7448
43	2104	2558	2491
44	2104	1656	1607
45	2104	6564	6413
46	2104	3671	3568
47	2104	3014	2941
48	2104	663	635
49	2104	587	566
50	2104	7483	7268
51	2104	8331	8112
52	2104	4144	4029
53	2104	7071	6902
54	2104	3145	3055
55	2104	2370	2310
56	2104	3069	2970
57	2104	533	516
58	2104	4760	4633
59	2104	5922	5771
60	2104	3424	3339
61	2104	443	424
62	2104	3134	3058
63	2104	4796	4649
64	2104	1194	1166
65	2104	6071	5894
66	2104	4303	4187
67	2104	3391	3306
68	2104	2738	2674
69	2104	3504	3404
70	2104	8583	8366
71	2104	3243	3174
72	2104	5166	5029
73	2104	95	90
74	2104	6183	6022
75	2104	5340	5205
76	2104	6133	5973
77	2104	1822	1776
78	2104	1309	1265
79	2104	2251	2196
80	2104	839	796
81	2104	4204	4093
82	2104	1585	1537
83	2104	958	932
84	2104	7115	6914
85	2104	1461	1379
86	2104	4489	4366
87	2104	4289	4175
88	2104	627	609
89	2104	1933	1879
90	2104	1214	1181
91	2104	4452	4335
92	2104	1716	1662
93	2104	2113	2059
94	2104	836	817
95	2104	1588	1556
96	2104	1573	1499
0	2105	52316	50276
1	2105	2	1
2	2105	244	235
3	2105	2568	2506
4	2105	647	620
5	2105	1777	1719
6	2105	1285	1241
7	2105	4943	4795
8	2105	2584	2514
9	2105	3276	3192
10	2105	1018	988
11	2105	4469	4340
12	2105	887	853
13	2105	183	148
14	2105	1772	1720
15	2105	1792	1754
16	2105	2618	2549
17	2105	1351	1309
18	2105	2760	2688
19	2105	5432	5269
20	2105	1015	987
21	2105	1187	1150
22	2105	167	161
23	2105	1225	1193
24	2105	4701	4583
25	2105	111	107
26	2105	919	888
27	2105	2820	2748
28	2105	1429	1374
29	2105	3325	3220
30	2105	7715	7434
31	2105	1137	1089
32	2105	3537	3432
33	2105	1161	1132
34	2105	5269	5126
35	2105	2560	2472
36	2105	1468	1431
37	2105	144	141
38	2105	5372	5225
39	2105	10086	9804
40	2105	2777	2705
41	2105	3723	3596
42	2105	7731	7503
43	2105	2516	2445
44	2105	1699	1651
45	2105	6417	6276
46	2105	3795	3668
47	2105	2965	2869
48	2105	668	630
49	2105	629	602
50	2105	7541	7337
51	2105	8518	8292
52	2105	4263	4146
53	2105	7072	6875
54	2105	3199	3096
55	2105	2390	2307
56	2105	3134	3043
57	2105	551	519
58	2105	4805	4669
59	2105	5871	5708
60	2105	3343	3234
61	2105	479	455
62	2105	3160	3060
63	2105	4752	4609
64	2105	1212	1176
65	2105	6119	5931
66	2105	4479	4360
67	2105	3457	3352
68	2105	2857	2769
69	2105	3398	3291
70	2105	8603	8323
71	2105	3235	3134
72	2105	5244	5102
73	2105	82	79
74	2105	6198	5970
75	2105	5249	5106
76	2105	6436	6264
77	2105	1756	1698
78	2105	1281	1234
79	2105	2189	2123
80	2105	901	850
81	2105	4095	3961
82	2105	1582	1531
83	2105	939	907
84	2105	6873	6633
85	2105	1433	1349
86	2105	4508	4378
87	2105	4212	4098
88	2105	625	608
89	2105	1845	1790
90	2105	1249	1221
91	2105	4323	4184
92	2105	1709	1633
93	2105	2057	1990
94	2105	834	808
95	2105	1610	1558
96	2105	1639	1570
0	2106	52456	50480
1	2106	2	1
2	2106	233	226
3	2106	2675	2599
4	2106	686	664
5	2106	1720	1669
6	2106	1274	1245
7	2106	4980	4864
8	2106	2550	2483
9	2106	3327	3229
10	2106	932	904
11	2106	4517	4391
12	2106	881	858
13	2106	169	145
14	2106	1822	1766
15	2106	1784	1735
16	2106	2571	2494
17	2106	1431	1395
18	2106	2963	2868
19	2106	5490	5367
20	2106	1068	1035
21	2106	1189	1160
22	2106	170	168
23	2106	1234	1198
24	2106	4627	4495
25	2106	101	93
26	2106	949	917
27	2106	2849	2767
28	2106	1365	1315
29	2106	3386	3281
30	2106	7936	7699
31	2106	1189	1131
32	2106	3508	3401
33	2106	1119	1095
34	2106	5135	4989
35	2106	2593	2526
36	2106	1453	1408
37	2106	182	170
38	2106	5598	5468
39	2106	10129	9842
40	2106	2909	2822
41	2106	3735	3623
42	2106	7814	7599
43	2106	2575	2510
44	2106	1667	1600
45	2106	6487	6352
46	2106	3791	3680
47	2106	3189	3097
48	2106	673	643
49	2106	593	572
50	2106	7422	7250
51	2106	8418	8202
52	2106	4267	4149
53	2106	7164	6977
54	2106	3205	3108
55	2106	2485	2409
56	2106	3060	2984
57	2106	594	580
58	2106	4684	4575
59	2106	5986	5831
60	2106	3474	3370
61	2106	473	458
62	2106	3090	3018
63	2106	4794	4652
64	2106	1249	1214
65	2106	6044	5872
66	2106	4501	4402
67	2106	3411	3327
68	2106	2725	2630
69	2106	3432	3343
70	2106	8843	8595
71	2106	3231	3128
72	2106	5296	5156
73	2106	103	97
74	2106	6273	6086
75	2106	5192	5058
76	2106	6395	6227
77	2106	1721	1679
78	2106	1362	1325
79	2106	2198	2135
80	2106	912	856
81	2106	4270	4146
82	2106	1594	1559
83	2106	935	914
84	2106	7130	6911
85	2106	1367	1287
86	2106	4537	4423
87	2106	4283	4169
88	2106	597	582
89	2106	1908	1857
90	2106	1226	1199
91	2106	4479	4374
92	2106	1708	1649
93	2106	2062	2012
94	2106	792	766
95	2106	1521	1464
96	2106	1523	1451
0	2107	53161	50763
1	2107	1	1
2	2107	219	203
3	2107	2590	2508
4	2107	746	724
5	2107	1762	1704
6	2107	1318	1273
7	2107	4814	4661
8	2107	2651	2575
9	2107	3367	3272
10	2107	1009	968
11	2107	4526	4400
12	2107	909	872
13	2107	170	132
14	2107	1751	1680
15	2107	1761	1709
16	2107	2605	2530
17	2107	1365	1333
18	2107	2833	2758
19	2107	5469	5318
20	2107	1092	1052
21	2107	1177	1144
22	2107	187	176
23	2107	1211	1173
24	2107	4672	4541
25	2107	115	109
26	2107	844	816
27	2107	2881	2784
28	2107	1402	1363
29	2107	3380	3284
30	2107	7792	7522
31	2107	1145	1089
32	2107	3525	3397
33	2107	1137	1098
34	2107	5200	5049
35	2107	2488	2387
36	2107	1472	1413
37	2107	168	162
38	2107	5610	5462
39	2107	10148	9814
40	2107	2931	2835
41	2107	3718	3585
42	2107	7565	7363
43	2107	2540	2447
44	2107	1611	1544
45	2107	6689	6542
46	2107	3843	3727
47	2107	3057	2950
48	2107	701	676
49	2107	596	566
50	2107	7436	7216
51	2107	8567	8299
52	2107	4200	4084
53	2107	7125	6939
54	2107	3280	3182
55	2107	2319	2250
56	2107	3078	2991
57	2107	603	583
58	2107	4771	4624
59	2107	6003	5795
60	2107	3433	3320
61	2107	471	449
62	2107	3069	2980
63	2107	4732	4556
64	2107	1289	1234
65	2107	5967	5790
66	2107	4507	4365
67	2107	3536	3417
68	2107	2816	2714
69	2107	3562	3427
70	2107	8701	8448
71	2107	3155	3044
72	2107	5094	4939
73	2107	77	77
74	2107	6126	5924
75	2107	5223	5045
76	2107	6331	6153
77	2107	1846	1785
78	2107	1279	1229
79	2107	2235	2172
80	2107	936	878
81	2107	4252	4103
82	2107	1644	1583
83	2107	952	913
84	2107	7049	6787
85	2107	1469	1369
86	2107	4534	4355
87	2107	4373	4250
88	2107	585	559
89	2107	1908	1843
90	2107	1331	1297
91	2107	4523	4387
92	2107	1675	1611
93	2107	2092	2020
94	2107	799	763
95	2107	1573	1521
96	2107	1604	1544
0	2108	53194	51022
1	2108	1	1
2	2108	269	261
3	2108	2607	2538
4	2108	709	679
5	2108	1685	1639
6	2108	1318	1285
7	2108	5012	4872
8	2108	2638	2564
9	2108	3411	3305
10	2108	1011	977
11	2108	4694	4557
12	2108	839	795
13	2108	204	182
14	2108	1816	1772
15	2108	1806	1755
16	2108	2549	2475
17	2108	1437	1393
18	2108	2907	2829
19	2108	5486	5341
20	2108	1131	1102
21	2108	1186	1143
22	2108	153	148
23	2108	1203	1171
24	2108	4671	4536
25	2108	113	108
26	2108	919	887
27	2108	2917	2825
28	2108	1408	1359
29	2108	3476	3383
30	2108	7605	7384
31	2108	1124	1071
32	2108	3585	3475
33	2108	1154	1131
34	2108	5315	5159
35	2108	2657	2554
36	2108	1448	1390
37	2108	166	158
38	2108	5586	5461
39	2108	10075	9805
40	2108	2872	2802
41	2108	3716	3611
42	2108	7668	7449
43	2108	2650	2576
44	2108	1613	1553
45	2108	6563	6435
46	2108	3742	3646
47	2108	3059	2972
48	2108	711	682
49	2108	652	628
50	2108	7614	7397
51	2108	8751	8508
52	2108	4396	4278
53	2108	7179	6984
54	2108	3346	3249
55	2108	2495	2426
56	2108	3123	3031
57	2108	569	551
58	2108	4710	4576
59	2108	6029	5851
60	2108	3450	3347
61	2108	417	402
62	2108	3047	2946
63	2108	4879	4743
64	2108	1211	1179
65	2108	6289	6071
66	2108	4624	4497
67	2108	3459	3360
68	2108	2802	2725
69	2108	3466	3367
70	2108	8898	8660
71	2108	3270	3175
72	2108	5200	5051
73	2108	85	81
74	2108	6303	6098
75	2108	5329	5176
76	2108	6424	6255
77	2108	1756	1713
78	2108	1270	1225
79	2108	2239	2176
80	2108	916	861
81	2108	4114	3998
82	2108	1639	1587
83	2108	976	948
84	2108	7108	6878
85	2108	1420	1343
86	2108	4437	4313
87	2108	4155	4043
88	2108	622	597
